run_accession,sample_accession,sample_alias,sample_description,first_public,country,scientific_name,fastq_bytes,base_count,read_count,library_name,library_strategy,library_source,library_layout,instrument_platform,instrument_model,study_title,fastq_url,info
SRR26070523,SAMN37410841,SAMN37410841,Vibrio cholerae,17 09 2023,USA,Vibrio cholerae,68240625;68257339,360330561,739983,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR260/023/SRR26070523/SRR26070523_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR260/023/SRR26070523/SRR26070523_2.fastq.gz']","68 MB, 68 MB files; 0.7 million reads; 360.3 million sequenced bases"
SRR26253392,SAMN37643063,SAMN37643063,Vibrio cholerae,8 10 2023,USA,Vibrio cholerae,58629282;58605450,289729469,969449,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/092/SRR26253392/SRR26253392_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/092/SRR26253392/SRR26253392_2.fastq.gz']","59 MB, 59 MB files; 1.0 million reads; 289.7 million sequenced bases"
SRR26267315,SAMN37663476,SAMN37663476,Vibrio cholerae,8 10 2023,USA,Vibrio cholerae,81766795;81816794,431347143,884928,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/015/SRR26267315/SRR26267315_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/015/SRR26267315/SRR26267315_2.fastq.gz']","82 MB, 82 MB files; 0.9 million reads; 431.3 million sequenced bases"
SRR26267318,SAMN37663478,SAMN37663478,Vibrio cholerae,8 10 2023,USA,Vibrio cholerae,72464095;72498276,381509821,787006,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/018/SRR26267318/SRR26267318_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR262/018/SRR26267318/SRR26267318_2.fastq.gz']","72 MB, 72 MB files; 0.8 million reads; 381.5 million sequenced bases"
SRR26396414,SAMN37846547,SAMN37846547,Vibrio cholerae,22 10 2023,USA,Vibrio cholerae,116670826;116576096,578686815,1947621,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR263/014/SRR26396414/SRR26396414_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR263/014/SRR26396414/SRR26396414_2.fastq.gz']","117 MB, 117 MB files; 1.9 million reads; 578.7 million sequenced bases"
SRR26483848,SAMN37932928,SAMN37932928,Vibrio cholerae,29 10 2023,USA,Vibrio cholerae,93797846;93594799,467513004,1566623,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR264/048/SRR26483848/SRR26483848_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR264/048/SRR26483848/SRR26483848_2.fastq.gz']","94 MB, 94 MB files; 1.6 million reads; 467.5 million sequenced bases"
SRR26726231,SAMN38164049,SAMN38164049,Vibrio cholerae,10 11 2023,USA,Vibrio cholerae,45671895;45711777,239344459,495587,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR267/031/SRR26726231/SRR26726231_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR267/031/SRR26726231/SRR26726231_2.fastq.gz']","46 MB, 46 MB files; 0.5 million reads; 239.3 million sequenced bases"
SRR26804512,SAMN38225033,SAMN38225033,Vibrio cholerae,14 11 2023,USA,Vibrio cholerae,72763812;72833445,387378169,801815,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/012/SRR26804512/SRR26804512_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/012/SRR26804512/SRR26804512_2.fastq.gz']","73 MB, 73 MB files; 0.8 million reads; 387.4 million sequenced bases"
SRR26804514,SAMN38225031,SAMN38225031,Vibrio cholerae,14 11 2023,USA,Vibrio cholerae,87042791;87070499,457991712,945366,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/014/SRR26804514/SRR26804514_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR268/014/SRR26804514/SRR26804514_2.fastq.gz']","87 MB, 87 MB files; 0.9 million reads; 458.0 million sequenced bases"
SRR27175624,SAMN38762638,SAMN38762638,Vibrio cholerae,12 12 2023,USA,Vibrio cholerae,206956272;206039894,1025229803,3454955,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR271/024/SRR27175624/SRR27175624_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR271/024/SRR27175624/SRR27175624_2.fastq.gz']","207 MB, 206 MB files; 3.5 million reads; 1025.2 million sequenced bases"
SRR27223070,SAMN38857117,SAMN38857117,Vibrio cholerae,16 12 2023,USA,Vibrio cholerae,63973612;63990191,337481089,689329,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/070/SRR27223070/SRR27223070_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/070/SRR27223070/SRR27223070_2.fastq.gz']","64 MB, 64 MB files; 0.7 million reads; 337.5 million sequenced bases"
SRR27285626,SAMN38927457,SAMN38927457,Vibrio cholerae,21 12 2023,USA,Vibrio cholerae,37820786;37825968,190540256,663681,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/026/SRR27285626/SRR27285626_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/026/SRR27285626/SRR27285626_2.fastq.gz']","38 MB, 38 MB files; 0.7 million reads; 190.5 million sequenced bases"
SRR27285627,SAMN38927458,SAMN38927458,Vibrio cholerae,21 12 2023,USA,Vibrio cholerae,66132903;66134230,336990140,1148502,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/027/SRR27285627/SRR27285627_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR272/027/SRR27285627/SRR27285627_2.fastq.gz']","66 MB, 66 MB files; 1.1 million reads; 337.0 million sequenced bases"
SRR27366278,SAMN39144538,SAMN39144538,Vibrio cholerae,31 12 2023,USA,Vibrio cholerae,94257127;94712955,477053285,1178701,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR273/078/SRR27366278/SRR27366278_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR273/078/SRR27366278/SRR27366278_2.fastq.gz']","94 MB, 95 MB files; 1.2 million reads; 477.1 million sequenced bases"
SRR27410161,SAMN39243960,SAMN39243960,Vibrio cholerae,5 01 2024,USA,Vibrio cholerae,77265185;77362090,407105257,838393,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/061/SRR27410161/SRR27410161_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/061/SRR27410161/SRR27410161_2.fastq.gz']","77 MB, 77 MB files; 0.8 million reads; 407.1 million sequenced bases"
SRR27457898,SAMN39296582,SAMN39296582,Vibrio cholerae,10 01 2024,USA,Vibrio cholerae,67435600;67622282,338897606,873118,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/098/SRR27457898/SRR27457898_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR274/098/SRR27457898/SRR27457898_2.fastq.gz']","67 MB, 68 MB files; 0.9 million reads; 338.9 million sequenced bases"
SRR28052779,SAMN40037977,SAMN40037977,Vibrio cholerae,24 02 2024,USA,Vibrio cholerae,49952678;49966929,262168323,539385,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR280/079/SRR28052779/SRR28052779_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR280/079/SRR28052779/SRR28052779_2.fastq.gz']","50 MB, 50 MB files; 0.5 million reads; 262.2 million sequenced bases"
SRR28257099,SAMN40298548,SAMN40298548,Pathogen: clinical or host-associated sample from Vibrio cholerae,10 03 2024,Not Provided,Vibrio cholerae,65183397;65160205,317510803,1100000,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/099/SRR28257099/SRR28257099_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR282/099/SRR28257099/SRR28257099_2.fastq.gz']","65 MB, 65 MB files; 1.1 million reads; 317.5 million sequenced bases"
SRR28546284,SAMN40741649,SAMN40741649,Vibrio cholerae,4 04 2024,USA,Vibrio cholerae,75800640;75853880,393136076,878688,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/084/SRR28546284/SRR28546284_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/084/SRR28546284/SRR28546284_2.fastq.gz']","76 MB, 76 MB files; 0.9 million reads; 393.1 million sequenced bases"
SRR28546285,SAMN40741650,SAMN40741650,Vibrio cholerae,4 04 2024,USA,Vibrio cholerae,104803339;104895172,545557552,1208796,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/085/SRR28546285/SRR28546285_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/085/SRR28546285/SRR28546285_2.fastq.gz']","105 MB, 105 MB files; 1.2 million reads; 545.6 million sequenced bases"
SRR28589345,SAMN40874140,SAMN40874140,Vibrio cholerae,10 04 2024,USA,Vibrio cholerae,63602089;63621880,334675321,693677,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/045/SRR28589345/SRR28589345_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR285/045/SRR28589345/SRR28589345_2.fastq.gz']","64 MB, 64 MB files; 0.7 million reads; 334.7 million sequenced bases"
SRR28602150,SAMN40901939,PNUSAV005437,Vibrio cholerae,10 04 2024,USA,Vibrio cholerae,121143902;121208556,638297199,1335127,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/050/SRR28602150/SRR28602150_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/050/SRR28602150/SRR28602150_2.fastq.gz']","121 MB, 121 MB files; 1.3 million reads; 638.3 million sequenced bases"
SRR28628340,SAMN40933020,PNUSAV005433,Vibrio cholerae,14 04 2024,USA,Vibrio cholerae,58520128;58502684,297498513,1016472,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/040/SRR28628340/SRR28628340_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR286/040/SRR28628340/SRR28628340_2.fastq.gz']","59 MB, 59 MB files; 1.0 million reads; 297.5 million sequenced bases"
SRR28744445,SAMN41018405,SAMN41018405,Vibrio cholerae,28 04 2024,Kenya,Vibrio cholerae,77727384;77761202,409649147,841064,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/045/SRR28744445/SRR28744445_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR287/045/SRR28744445/SRR28744445_2.fastq.gz']","78 MB, 78 MB files; 0.8 million reads; 409.6 million sequenced bases"
SRR28887609,SAMN41190974,SAMN41190974,Vibrio cholerae,12 05 2024,USA,Vibrio cholerae,53433202;53512543,271800000,900000,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/009/SRR28887609/SRR28887609_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR288/009/SRR28887609/SRR28887609_2.fastq.gz']","53 MB, 54 MB files; 0.9 million reads; 271.8 million sequenced bases"
SRR28908766,SAMN41232952,SAMN41232952,Vibrio cholerae,7 05 2024,USA,Vibrio cholerae,57915313;57972619,305032157,628594,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/066/SRR28908766/SRR28908766_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/066/SRR28908766/SRR28908766_2.fastq.gz']","58 MB, 58 MB files; 0.6 million reads; 305.0 million sequenced bases"
SRR28994750,SAMN41327174,SAMN41327174,Vibrio cholerae,12 05 2024,USA,Vibrio cholerae,53805038;53764162,264284284,900000,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/050/SRR28994750/SRR28994750_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR289/050/SRR28994750/SRR28994750_2.fastq.gz']","54 MB, 54 MB files; 0.9 million reads; 264.3 million sequenced bases"
SRR29134386,SAMN41495005,SAMN41495005,Vibrio cholerae,24 05 2024,USA,Vibrio cholerae,144889317;157284668,424904608,878777,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/086/SRR29134386/SRR29134386_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR291/086/SRR29134386/SRR29134386_2.fastq.gz']","145 MB, 157 MB files; 0.9 million reads; 424.9 million sequenced bases"
SRR29207827,SAMN41573716,SAMN41573716,Vibrio cholerae,29 05 2024,USA,Vibrio cholerae,202984202;223822036,519947145,1322354,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/027/SRR29207827/SRR29207827_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/027/SRR29207827/SRR29207827_2.fastq.gz']","203 MB, 224 MB files; 1.3 million reads; 519.9 million sequenced bases"
SRR29207833,SAMN41573745,SAMN41573745,Vibrio cholerae,29 05 2024,USA,Vibrio cholerae,192232099;208873713,524787353,1107233,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/033/SRR29207833/SRR29207833_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR292/033/SRR29207833/SRR29207833_2.fastq.gz']","192 MB, 209 MB files; 1.1 million reads; 524.8 million sequenced bases"
SRR29412333,SAMN41834427,V14671,Pathogen: clinical or host-associated sample from Vibrio cholerae,15 06 2024,Brazil,Vibrio cholerae,146213343;156817535,338889897,1134485,V14671_S4_L001,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/033/SRR29412333/SRR29412333_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR294/033/SRR29412333/SRR29412333_2.fastq.gz']","146 MB, 157 MB files; 1.1 million reads; 338.9 million sequenced bases"
SRR29517112,SAMN42011781,SAMN42011781,Pathogen: clinical or host-associated sample from Vibrio cholerae,25 06 2024,Not Provided,Vibrio cholerae,72961806;81845403,228378751,482812,Not Provided,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/012/SRR29517112/SRR29517112_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/012/SRR29517112/SRR29517112_2.fastq.gz']","73 MB, 82 MB files; 0.5 million reads; 228.4 million sequenced bases"
SRR29524972,SAMN42017668,SAMN42017668,Vibrio cholerae,26 06 2024,USA,Vibrio cholerae,96571286;112241150,356220672,746040,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/072/SRR29524972/SRR29524972_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR295/072/SRR29524972/SRR29524972_2.fastq.gz']","97 MB, 112 MB files; 0.7 million reads; 356.2 million sequenced bases"
SRR29616065,SAMN42123165,SAMN42123165,Vibrio cholerae,30 06 2024,USA,Vibrio cholerae,110327951;122030551,323724662,667553,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/065/SRR29616065/SRR29616065_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR296/065/SRR29616065/SRR29616065_2.fastq.gz']","110 MB, 122 MB files; 0.7 million reads; 323.7 million sequenced bases"
SRR29714257,SAMN42335931,SAMN42335931,Vibrio cholerae,9 07 2024,USA,Vibrio cholerae,155491642;180528222,456810397,931661,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/057/SRR29714257/SRR29714257_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/057/SRR29714257/SRR29714257_2.fastq.gz']","155 MB, 181 MB files; 0.9 million reads; 456.8 million sequenced bases"
SRR29735723,SAMN42371071,SAMN42371071,Vibrio cholerae,9 07 2024,USA,Vibrio cholerae,84018060;86302939,344568744,1179784,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/023/SRR29735723/SRR29735723_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/023/SRR29735723/SRR29735723_2.fastq.gz']","84 MB, 86 MB files; 1.2 million reads; 344.6 million sequenced bases"
SRR29779507,SAMN42431523,PNUSAV005748,Vibrio cholerae,12 07 2024,USA,Vibrio cholerae,82583779;86484788,364462017,1218036,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/007/SRR29779507/SRR29779507_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/007/SRR29779507/SRR29779507_2.fastq.gz']","83 MB, 86 MB files; 1.2 million reads; 364.5 million sequenced bases"
SRR29786262,SAMN42435968,PNUSAV005747,Vibrio cholerae,12 07 2024,USA,Vibrio cholerae,117070964;126890764,341390181,706278,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/062/SRR29786262/SRR29786262_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/062/SRR29786262/SRR29786262_2.fastq.gz']","117 MB, 127 MB files; 0.7 million reads; 341.4 million sequenced bases"
SRR29786266,SAMN42435959,PNUSAV005742,Vibrio cholerae,12 07 2024,USA,Vibrio cholerae,84996620;91651160,325894827,1100000,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/066/SRR29786266/SRR29786266_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR297/066/SRR29786266/SRR29786266_2.fastq.gz']","85 MB, 92 MB files; 1.1 million reads; 325.9 million sequenced bases"
SRR30056147,SAMN42945034,,,1 08 2024,,Vibrio cholerae,95667126;106201359,286300046,601358,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR300/047/SRR30056147/SRR30056147_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR300/047/SRR30056147/SRR30056147_2.fastq.gz']","96 MB, 106 MB files; 0.6 million reads; 286.3 million sequenced bases"
SRR30211780,SAMN43148337,,,14 08 2024,,Vibrio cholerae,120346629;126015414,483691849,1631715,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/080/SRR30211780/SRR30211780_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/080/SRR30211780/SRR30211780_2.fastq.gz']","120 MB, 126 MB files; 1.6 million reads; 483.7 million sequenced bases"
SRR30252601,SAMN43203336,,,22 08 2024,,Vibrio cholerae,126735125;147908221,366608869,770338,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/001/SRR30252601/SRR30252601_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR302/001/SRR30252601/SRR30252601_2.fastq.gz']","127 MB, 148 MB files; 0.8 million reads; 366.6 million sequenced bases"
SRR30352538,SAMN43319342,SAMN43319342,Vibrio cholerae,25 08 2024,USA,Vibrio cholerae,108545152;117785300,424310611,1434520,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR303/038/SRR30352538/SRR30352538_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR303/038/SRR30352538/SRR30352538_2.fastq.gz']","109 MB, 118 MB files; 1.4 million reads; 424.3 million sequenced bases"
SRR30400018,SAMN43367492,,,31 08 2024,,Vibrio cholerae,83448571;93281587,244281223,494765,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/018/SRR30400018/SRR30400018_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/018/SRR30400018/SRR30400018_2.fastq.gz']","83 MB, 93 MB files; 0.5 million reads; 244.3 million sequenced bases"
SRR30404783,SAMN43370141,,,31 08 2024,,Vibrio cholerae,146312236;167998082,426440183,1013161,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/083/SRR30404783/SRR30404783_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/083/SRR30404783/SRR30404783_2.fastq.gz']","146 MB, 168 MB files; 1.0 million reads; 426.4 million sequenced bases"
SRR30416627,SAMN43382626,,,31 08 2024,,Vibrio cholerae,46739832;53186592,170935536,362026,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/027/SRR30416627/SRR30416627_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR304/027/SRR30416627/SRR30416627_2.fastq.gz']","47 MB, 53 MB files; 0.4 million reads; 170.9 million sequenced bases"
SRR30603088,SAMN43548257,,,14 09 2024,,Vibrio cholerae,210697543;217957091,531630729,1827553,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/088/SRR30603088/SRR30603088_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/088/SRR30603088/SRR30603088_2.fastq.gz']","211 MB, 218 MB files; 1.8 million reads; 531.6 million sequenced bases"
SRR30606487,SAMN43550297,,,11 09 2024,,Vibrio cholerae,178296859;195579053,508706928,1051235,Illumina DNA Prep,WGS,GENOMIC,PAIRED,ILLUMINA,Illumina MiSeq,PulseNet Vibrio spp. Genome sequencing,"['https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/087/SRR30606487/SRR30606487_1.fastq.gz', 'https://ftp.sra.ebi.ac.uk/vol1/fastq/SRR306/087/SRR30606487/SRR30606487_2.fastq.gz']","178 MB, 196 MB files; 1.1 million reads; 508.7 million sequenced bases"
